Sample_ID	Cell_Line	Source	Primary_Site	Histology	Histology_Subtype
GSM887361	NCI-H1395	ATCC	lung	carcinoma	adenocarcinoma
GSM887362	NCI-H1435	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887363	NCI-H1436	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887364	NCI-H1437	ATCC	lung	carcinoma	adenocarcinoma
GSM887365	NCI-H146	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887366	NCI-H1563	ATCC	lung	carcinoma	adenocarcinoma
GSM887367	NCI-H1568	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887368	NCI-H1573	ATCC	lung	carcinoma	adenocarcinoma
GSM887369	NCI-H1581	ATCC	lung	carcinoma	large_cell_carcinoma
GSM887370	NCI-H1618	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887371	NCI-H1623	ATCC	lung	carcinoma	adenocarcinoma
GSM887372	NCI-H1648	ATCC	lung	carcinoma	adenocarcinoma
GSM887373	NCI-H1650	ATCC	lung	carcinoma	bronchioloalveolar_adenocarcinoma
GSM887374	NCI-H1651	ATCC	lung	carcinoma	adenocarcinoma
GSM887375	NCI-H1666	ATCC	lung	carcinoma	bronchioloalveolar_adenocarcinoma
GSM887376	NCI-H1693	ATCC	lung	carcinoma	adenocarcinoma
GSM887377	NCI-H1694	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887378	NCI-H1703	ATCC	lung	carcinoma	adenocarcinoma
GSM887379	NCI-H1734	ATCC	lung	carcinoma	adenocarcinoma
GSM887380	NCI-H1755	ATCC	lung	carcinoma	adenocarcinoma
GSM887381	NCI-H1781	ATCC	lung	carcinoma	bronchioloalveolar_adenocarcinoma
GSM887382	NCI-H1792	ATCC	lung	carcinoma	adenocarcinoma
GSM887383	NCI-H1793	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887384	NCI-H1836	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887385	NCI-H1838	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887386	NCI-H1869	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887387	NCI-H1876	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887388	NCI-H1915	ATCC	lung	carcinoma	large_cell_carcinoma
GSM887389	NCI-H1930	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887390	NCI-H1944	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887391	NCI-H1963	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887392	NCI-H196	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887393	NCI-H1975	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887394	NCI-H2009	ATCC	lung	carcinoma	adenocarcinoma
GSM887395	NCI-H2023	ATCC	lung	carcinoma	adenocarcinoma
GSM887396	NCI-H2029	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887397	NCI-H2030	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887398	NCI-H2052	ATCC	pleura	mesothelioma	NA
GSM887399	NCI-H2066	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887400	NCI-H2081	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887401	NCI-H2085	ATCC	lung	carcinoma	adenocarcinoma
GSM887402	NCI-H2087	ATCC	lung	carcinoma	adenocarcinoma
GSM887403	NCI-H209	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887404	NCI-H2106	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887405	NCI-H2110	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887406	NCI-H211	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887407	NCI-H2122	ATCC	lung	carcinoma	adenocarcinoma
GSM887408	NCI-H2126	ATCC	lung	carcinoma	adenocarcinoma
GSM887409	NCI-H2141	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887410	NCI-H2170	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887411	NCI-H2171	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887412	NCI-H2172	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887413	NCI-H2196	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887414	NCI-H2227	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887415	NCI-H2228	ATCC	lung	carcinoma	adenocarcinoma
GSM887416	NCI-H226	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887417	NCI-H2286	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887418	NCI-H2291	ATCC	lung	carcinoma	adenocarcinoma
GSM887419	NCI-H2342	ATCC	lung	carcinoma	adenocarcinoma
GSM887420	NCI-H2347	ATCC	lung	carcinoma	adenocarcinoma
GSM887421	NCI-H23	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887422	NCI-H2405	ATCC	lung	carcinoma	adenocarcinoma
GSM887423	NCI-H2444	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887424	NCI-H2452	ATCC	pleura	mesothelioma	NA
GSM887425	NCI-H28	ATCC	pleura	mesothelioma	NA
GSM887426	NCI-H322	ECACC	lung	carcinoma	adenocarcinoma
GSM887427	NCI-H358	ATCC	lung	carcinoma	bronchioloalveolar_adenocarcinoma
GSM887428	NCI-H441	ATCC	lung	carcinoma	adenocarcinoma
GSM887429	NCI-H446	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887430	NCI-H460	ATCC	lung	carcinoma	large_cell_carcinoma
GSM887431	NCI-H508	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887432	NCI-H510	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887433	NCI-H520	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887434	NCI-H522	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887435	NCI-H524	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887436	NCI-H526	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887437	NCI-H596	ATCC	lung	carcinoma	mixed_adenosquamous_carcinoma
GSM887438	NCI-H647	ATCC	lung	carcinoma	mixed_adenosquamous_carcinoma
GSM887439	NCI-H650	ATCC	lung	carcinoma	bronchioloalveolar_adenocarcinoma
GSM887440	NCI-H660	ATCC	prostate	carcinoma	small_cell_carcinoma
GSM887441	NCI-H661	ATCC	lung	carcinoma	large_cell_carcinoma
GSM887442	NCI-H69	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887443	NCI-H716	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887444	NCI-H727	ATCC	lung	carcinoid-endocrine_tumour	NA
GSM887445	NCI-H747	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887446	NCI-H810	ATCC	lung	carcinoma	large_cell_carcinoma
GSM887447	NCI-H82	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887448	NCI-H838	ATCC	lung	carcinoma	non_small_cell_carcinoma
GSM887449	NCI-H841	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887450	NCI-H854	KCLB	lung	carcinoma	adenocarcinoma
GSM887451	NCI-H889	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887452	NCI-H929	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887453	NCI-N87	ATCC	stomach	carcinoma	NA
GSM887454	NCO2	HSRRB	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
GSM887455	NH-6	HSRRB	autonomic_ganglia	neuroblastoma	NA
GSM887456	NIH:OVCAR-3	ATCC	ovary	carcinoma	NA
GSM887457	NMC-G1	HSRRB	central_nervous_system	glioma	NA
GSM887458	NOMO-1	HSRRB	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887459	NU-DHL-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887460	NU-DUL-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
GSM887461	NUGC-2	HSRRB	stomach	carcinoma	adenocarcinoma
GSM887462	NUGC-3	HSRRB	stomach	carcinoma	NA
GSM887463	NUGC-4	RIKEN	stomach	carcinoma	signet_ring_adenocarcinoma
GSM887464	OAW28	ECACC	ovary	carcinoma	NA
GSM887465	OAW42	ECACC	ovary	carcinoma	NA
GSM887466	OC 314	ICLC	ovary	carcinoma	serous_carcinoma
GSM887467	OC 316	ICLC	ovary	carcinoma	adenocarcinoma
GSM887468	OCI-AML2	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887469	OCI-AML3	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887470	OCI-AML5	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887471	OCI-LY-19	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887472	OCI-LY3	Academic Lab	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887473	OCI-M1	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887474	OCUM-1	HSRRB	stomach	carcinoma	diffuse_adenocarcinoma
GSM887475	OE19	ECACC	oesophagus	carcinoma	adenocarcinoma
GSM887476	OE33	ECACC	oesophagus	other	metaplasia
GSM887477	ONS-76	HSRRB	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NA
GSM887478	OPM-2	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887479	OUMS-23	HSRRB	large_intestine	carcinoma	adenocarcinoma
GSM887480	OUMS-27	HSRRB	bone	chondrosarcoma	NA
GSM887481	OV56	ECACC	ovary	carcinoma	NA
GSM887482	OV7	ECACC	ovary	carcinoma	NA
GSM887483	OV-90	ATCC	ovary	carcinoma	mixed_carcinoma
GSM887484	OVCAR-4	NCI/DCTD	ovary	carcinoma	NA
GSM887485	OVCAR-8	NCI/DCTD	ovary	carcinoma	NA
GSM887486	OVK18	RIKEN	ovary	carcinoma	endometrioid_carcinoma
GSM887487	OVKATE	HSRRB	ovary	carcinoma	adenocarcinoma
GSM887488	OVMANA	HSRRB	ovary	carcinoma	clear_cell_carcinoma
GSM887489	OVSAHO	HSRRB	ovary	carcinoma	adenocarcinoma
GSM887490	OVTOKO	HSRRB	ovary	carcinoma	clear_cell_carcinoma
GSM887491	P12-ICHIKAWA	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887492	P31/FUJ	HSRRB	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887493	P3HR-1	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
GSM887494	Panc 02.03	ATCC	pancreas	carcinoma	NA
GSM887495	Panc 02.13	ATCC	pancreas	carcinoma	NA
GSM887496	Panc 03.27	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887497	Panc 04.03	ATCC	pancreas	carcinoma	NA
GSM887498	Panc 05.04	ATCC	pancreas	carcinoma	NA
GSM887499	Panc 08.13	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887500	Panc 10.05	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887501	PANC-1	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887502	PA-TU-8902	DSMZ	pancreas	carcinoma	ductal_carcinoma
GSM887503	PA-TU-8988S	DSMZ	pancreas	carcinoma	ductal_carcinoma
GSM887504	PA-TU-8988T	DSMZ	pancreas	carcinoma	ductal_carcinoma
GSM887505	PC-14	RIKEN	lung	carcinoma	non_small_cell_carcinoma
GSM887506	PC-3	ATCC	prostate	carcinoma	adenocarcinoma
GSM887507	PCM6	RIKEN	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887508	PE/CA-PJ15	ECACC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887509	PE/CA-PJ34 (clone C12)	ECACC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887510	PE/CA-PJ41 (clone D2)	ECACC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887511	PE/CA-PJ49	ECACC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887512	PEER	HSRRB	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887513	PF-382	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887514	Pfeiffer	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887515	PK-1	RIKEN	pancreas	carcinoma	NA
GSM887516	PK-45H	RIKEN	pancreas	carcinoma	NA
GSM887517	PK-59	RIKEN	pancreas	carcinoma	NA
GSM887518	PL-21	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887519	PL45	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887520	PLC/PRF/5	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887521	PSN1	ECACC	pancreas	carcinoma	ductal_carcinoma
GSM887522	QGP-1	HSRRB	pancreas	carcinoma	NA
GSM887523	Raji	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
GSM887524	RCC10RGB	RIKEN	kidney	carcinoma	renal_cell_carcinoma
GSM887525	RCH-ACV	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_leukaemia
GSM887526	RCM-1	HSRRB	large_intestine	carcinoma	adenocarcinoma
GSM887527	RD-ES	ATCC	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NA
GSM887528	RD	ATCC	soft_tissue	rhabdomyosarcoma	embryonal
GSM887529	REC-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
GSM887530	Reh	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
GSM887531	RERF-GC-1B	HSRRB	stomach	carcinoma	NA
GSM887532	RERF-LC-Ad1	HSRRB	lung	carcinoma	adenocarcinoma
GSM887533	RERF-LC-Ad2	HSRRB	lung	carcinoma	adenocarcinoma
GSM887534	RERF-LC-AI	RIKEN	lung	carcinoma	squamous_cell_carcinoma
GSM887535	RERF-LC-KJ	HSRRB	lung	carcinoma	non_small_cell_carcinoma
GSM887536	RERF-LC-MS	HSRRB	lung	carcinoma	non_small_cell_carcinoma
GSM887537	RERF-LC-Sq1	HSRRB	lung	carcinoma	squamous_cell_carcinoma
GSM887538	RH-41	DSMZ	soft_tissue	rhabdomyosarcoma	alveolar
GSM887539	RI-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
GSM887540	RKN	HSRRB	soft_tissue	leiomyosarcoma	NA
GSM887541	RKO	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887542	RL95-2	ATCC	endometrium	carcinoma	mixed_adenosquamous_carcinoma
GSM887543	RL	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
GSM887544	RMG-I	HSRRB	ovary	carcinoma	clear_cell_carcinoma
GSM887545	RMUG-S	HSRRB	ovary	carcinoma	adenocarcinoma
GSM887546	RPMI 6666	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
GSM887547	RPMI-7951	ATCC	skin	malignant_melanoma	NA
GSM887548	RPMI 8226	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887549	RPMI-8402	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887550	RS4;11	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
GSM887551	RT112/84	ECACC	urinary_tract	carcinoma	NA
GSM887552	RT-112	DSMZ	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887553	RT4	ATCC	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887554	RVH-421	DSMZ	skin	malignant_melanoma	NA
GSM887555	S-117	DSMZ	soft_tissue	sarcoma	NA
GSM887556	SBC-5	HSRRB	lung	carcinoma	small_cell_carcinoma
GSM887557	SCaBER	ATCC	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887558	SCC-15	ATCC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887559	SCC-25	ATCC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887560	SCC-4	ATCC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887561	SCC-9	ATCC	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887562	SCLC-21H	DSMZ	lung	carcinoma	small_cell_carcinoma
GSM887563	SEM	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
GSM887564	Set-2	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia
GSM887565	SF126	HSRRB	central_nervous_system	glioma	astrocytoma
GSM887566	SF-295	NCI/DCTD	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887567	SH-10-TC	RIKEN	stomach	carcinoma	NA
GSM887568	SH-4	ATCC	skin	malignant_melanoma	NA
GSM887569	SHP-77	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887570	SH-SY5Y	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887571	SIG-M5	DSMZ	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887572	SIMA	DSMZ	autonomic_ganglia	neuroblastoma	NA
GSM887573	SJRH30	ATCC	soft_tissue	rhabdomyosarcoma	NA
GSM887574	SJSA-1	ATCC	bone	osteosarcoma	NA
GSM887575	SK-BR-3	ATCC	breast	carcinoma	NA
GSM887576	SK-CO-1	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887577	SK-ES-1	ATCC	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NA
GSM887578	SK-HEP-1	ATCC	liver	carcinoma	adenocarcinoma
GSM887579	SK-LMS-1	ATCC	soft_tissue	sarcoma	NA
GSM887580	SK-LU-1	ATCC	lung	carcinoma	adenocarcinoma
GSM887581	SKM-1	HSRRB	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GSM887582	SK-MEL-1	ATCC	skin	malignant_melanoma	NA
GSM887583	SK-MEL-24	ATCC	skin	malignant_melanoma	NA
GSM887584	SK-MEL-28	ATCC	skin	malignant_melanoma	NA
GSM887585	SK-MEL-2	ATCC	skin	malignant_melanoma	NA
GSM887586	SK-MEL-30	DSMZ	skin	malignant_melanoma	NA
GSM887587	SK-MEL-31	ATCC	skin	malignant_melanoma	NA
GSM887588	SK-MEL-3	ATCC	skin	malignant_melanoma	NA
GSM887589	SK-MEL-5	ATCC	skin	malignant_melanoma	NA
GSM887590	SK-MES-1	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887591	SK-MM-2	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
GSM887592	SK-N-AS	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887593	SK-N-BE(2)	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887594	SK-N-DZ	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887595	SK-N-FI	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887596	SK-N-MC	ATCC	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NA
GSM887597	SK-N-SH	ATCC	autonomic_ganglia	neuroblastoma	NA
GSM887598	SK-OV-3	ATCC	ovary	carcinoma	adenocarcinoma
GSM887599	SK-UT-1	ATCC	soft_tissue	leiomyosarcoma	NA
GSM887600	SNB-19	DSMZ	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887601	SNG-M	HSRRB	endometrium	carcinoma	adenocarcinoma
GSM887602	SNU-1040	KCLB	large_intestine	carcinoma	NA
GSM887603	SNU-1076	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887604	SNU-1077	KCLB	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour
GSM887605	SNU-1079	KCLB	biliary_tract	carcinoma	NA
GSM887606	SNU-1105	KCLB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887607	SNU-1196	KCLB	biliary_tract	carcinoma	NA
GSM887608	SNU-119	KCLB	ovary	carcinoma	adenocarcinoma
GSM887609	SNU-1214	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887610	SNU-1272	KCLB	kidney	carcinoma	clear_cell_renal_cell_carcinoma
GSM887611	SNU-16	ATCC	stomach	carcinoma	undifferentiated_adenocarcinoma
GSM887612	SNU-175	KCLB	large_intestine	carcinoma	NA
GSM887613	SNU-182	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887614	SNU-1	ATCC	stomach	carcinoma	undifferentiated_adenocarcinoma
GSM887615	SNU-201	KCLB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887616	SNU-213	KCLB	pancreas	carcinoma	NA
GSM887617	SNU-216	KCLB	stomach	carcinoma	NA
GSM887618	SNU-245	KCLB	biliary_tract	carcinoma	NA
GSM887619	SNU-283	KCLB	large_intestine	carcinoma	NA
GSM887620	SNU-308	KCLB	biliary_tract	carcinoma	NA
GSM887621	SNU-324	KCLB	pancreas	carcinoma	NA
GSM887622	SNU-387	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887623	SNU-398	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887624	SNU-407	KCLB	large_intestine	carcinoma	NA
GSM887625	SNU-410	KCLB	pancreas	carcinoma	NA
GSM887626	SNU-423	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887627	SNU-449	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887628	SNU-466	KCLB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887629	SNU-46	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887630	SNU-475	ATCC	liver	carcinoma	hepatocellular_carcinoma
GSM887631	SNU-478	KCLB	biliary_tract	carcinoma	NA
GSM887632	SNU-503	KCLB	large_intestine	carcinoma	NA
GSM887633	SNU-520	KCLB	stomach	carcinoma	NA
GSM887634	SNU-5	ATCC	stomach	carcinoma	undifferentiated_adenocarcinoma
GSM887635	SNU-61	KCLB	large_intestine	carcinoma	NA
GSM887636	SNU-620	KCLB	stomach	carcinoma	NA
GSM887637	SNU-626	KCLB	central_nervous_system	glioma	astrocytoma_Grade_IV
GSM887638	SNU-738	KCLB	central_nervous_system	glioma	oligodendroglioma
GSM887639	SNU-761	KCLB	liver	carcinoma	hepatocellular_carcinoma
GSM887640	SNU-840	KCLB	ovary	carcinoma	Brenner_tumour
GSM887641	SNU-878	KCLB	liver	carcinoma	hepatocellular_carcinoma
GSM887642	SNU-899	KCLB	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
GSM887643	SNU-C1	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887644	SNU-C2A	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887645	SNU-C4	KCLB	large_intestine	carcinoma	adenocarcinoma
GSM887646	SNU-C5	KCLB	large_intestine	carcinoma	adenocarcinoma
GSM887647	Sq-1	RIKEN	lung	carcinoma	squamous_cell_carcinoma
GSM887648	SR-786	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
GSM887649	ST486	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
GSM887650	SU.86.86	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887651	SU-DHL-10	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887652	SU-DHL-1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
GSM887653	SU-DHL-4	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887654	SU-DHL-5	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887655	SU-DHL-6	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887656	SU-DHL-8	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
GSM887657	SUIT-2	HSRRB	pancreas	carcinoma	ductal_carcinoma
GSM887658	SUP-B15	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
GSM887659	SUP-HD1	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
GSM887660	SUP-M2	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
GSM887661	SUP-T11	DSMZ	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified
GSM887662	SUP-T1	ATCC	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
GSM887663	SW 1088	ATCC	central_nervous_system	glioma	NA
GSM887664	SW1116	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887665	SW 1271	ATCC	lung	carcinoma	small_cell_carcinoma
GSM887666	SW 1353	ATCC	bone	chondrosarcoma	NA
GSM887667	SW1417	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887668	SW1463	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887669	SW 1573	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887670	SW-1710	DSMZ	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887671	SW 1783	ATCC	central_nervous_system	glioma	astrocytoma_Grade_III
GSM887672	SW 1990	ATCC	pancreas	carcinoma	ductal_carcinoma
GSM887673	SW403	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887674	SW480	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887675	SW48	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887676	SW579	ATCC	thyroid	carcinoma	anaplastic_carcinoma
GSM887677	SW620	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887678	SW 780	ATCC	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887679	SW837	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887680	SW 900	ATCC	lung	carcinoma	squamous_cell_carcinoma
GSM887681	SW948	ATCC	large_intestine	carcinoma	adenocarcinoma
GSM887682	T1-73	ATCC	bone	osteosarcoma	NA
GSM887683	T24	ATCC	urinary_tract	carcinoma	transitional_cell_carcinoma
GSM887684	T3M-4	RIKEN	pancreas	carcinoma	ductal_carcinoma
GSM887685	T-47D	ATCC	breast	carcinoma	ductal_carcinoma
GSM887686	T84	ATCC	large_intestine	carcinoma	adenocarcinoma
